,Jugador,POS,Equipo,Cotización,CG,AcG,PrG,CT,AcT,PrT,GT,GJ,GC,TL,GP,GV,GO,GR,GE,VF,VI,TA,TR,PE,PA,Fecha,Puntaje
3554,Estadísticas totales de Gimnasia:,,,$ 41.500.000,167,915,"5,48",209,1162,"5,56",10,6,2,0,2,4,0,16,0,7,39,46,1,0,2,4,84
3555,"Cláa, Nicolás",ARQ,Godoy Cruz,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3556,"Petroli, Franco",ARQ,Godoy Cruz,$ 2.900.000,12,58,"4,83",15,81,"5,40",0,0,0,0,0,0,0,18,0,1,5,2,0,0,0,4,1
3557,"Salinas, Edilson",ARQ,Godoy Cruz,$ 400.000,,,,,,,,,,,,,,,,,,,,,,4,
3558,"Sosa, Valentín",ARQ,Godoy Cruz,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3559,"Arce, Lucas",DEF,Godoy Cruz,$ 2.400.000,9,44,"4,89",10,51,"5,10",0,0,0,0,0,0,0,,0,0,5,3,0,0,,4,7
3560,"Escobar, Juan",DEF,Godoy Cruz,$ 1.700.000,9,47,"5,22",9,47,"5,22",0,0,0,0,0,0,0,,0,0,2,2,0,0,,4,
3561,"Funes, Matías",DEF,Godoy Cruz,$ 400.000,,,,,,,,,,,,,,,,,,,,,,4,
3562,"Jara, Leonardo",DEF,Godoy Cruz,$ 2.200.000,2,9,"4,50",4,23,"5,75",0,0,0,0,0,0,0,,0,0,2,0,0,0,,4,4
3563,"Meli, Juan Andrés",DEF,Godoy Cruz,$ 900.000,2,12,"6,00",3,20,"6,67",0,0,0,0,0,0,0,,0,0,4,0,0,0,,4,
3564,"Mendoza, Mateo",DEF,Godoy Cruz,$ 800.000,10,44,"4,40",13,63,"4,85",0,0,0,0,0,0,0,,1,0,5,6,0,0,,4,4
3565,"Morán, Juan Segundo",DEF,Godoy Cruz,$ 300.000,10,48,"4,80",12,59,"4,92",0,0,0,0,0,0,0,,1,0,3,4,0,0,,4,5
3566,"Paillalef, Pedro",DEF,Godoy Cruz,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3567,"Quiroz, Leandro",DEF,Godoy Cruz,$ 600.000,1,4,"4,00",3,16,"5,33",0,0,0,0,0,0,0,,0,0,2,1,0,0,,4,4
3568,"Rasmussen, Federico",DEF,Godoy Cruz,$ 3.000.000,5,26,"5,20",7,39,"5,57",0,0,0,0,0,0,0,,0,0,3,0,0,0,,4,
3569,"Rossi, Tomás",DEF,Godoy Cruz,$ 600.000,,,,,,,0,0,0,0,0,0,0,,0,0,3,1,0,0,,4,
3570,"Valverde, Agustín",DEF,Godoy Cruz,$ 300.000,3,20,"6,67",3,20,"6,67",0,0,0,0,0,0,0,,0,0,2,0,0,0,,4,
3571,"Abrego, Gonzalo",VOL,Godoy Cruz,$ 2.900.000,2,10,"5,00",4,21,"5,25",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3572,"Fernández, Guillermo",VOL,Godoy Cruz,$ 5.000.000,10,44,"4,40",13,58,"4,46",0,0,0,0,0,0,0,,0,0,,6,0,0,,4,
3573,"Fernández, Roberto Nicolás",VOL,Godoy Cruz,$ 2.300.000,11,74,"6,73",14,89,"6,36",2,1,1,0,0,1,0,,0,2,,5,0,0,,4,5
3574,"González, Maximiliano",VOL,Godoy Cruz,$ 600.000,7,30,"4,29",7,30,"4,29",0,0,0,0,0,0,0,,0,0,,2,0,0,,4,2
3575,"Martínez, Santiago",VOL,Godoy Cruz,$ 400.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3576,"Menegón, Tomás",VOL,Godoy Cruz,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3577,"Montoya, Walter",VOL,Godoy Cruz,$ 1.800.000,6,27,"4,50",6,27,"4,50",0,0,0,0,0,0,0,,0,0,,1,0,0,,4,6
3578,"Poggi, Vicente",VOL,Godoy Cruz,$ 2.000.000,11,50,"4,55",14,77,"5,50",1,1,0,0,0,1,0,,0,1,,4,0,0,,4,5
3579,"Porcel, Maximiliano",VOL,Godoy Cruz,$ 300.000,3,15,"5,00",3,15,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3580,"Pozzo, Tomás",VOL,Godoy Cruz,$ 2.000.000,,,,,,,0,0,0,0,0,0,0,,0,0,,1,0,0,,4,
3581,"Altamira, Facundo",DEL,Godoy Cruz,$ 300.000,10,54,"5,40",13,67,"5,15",1,1,0,0,0,1,0,,0,0,,2,0,0,,4,
3582,"Andino, Santino",DEL,Godoy Cruz,$ 1.200.000,6,31,"5,17",9,47,"5,22",1,1,0,0,0,1,0,,0,0,,0,1,0,,4,5
3583,"Auzmendi, Agustín",DEL,Godoy Cruz,$ 900.000,12,75,"6,25",15,91,"6,07",4,1,2,0,1,2,0,,0,0,,2,0,0,,4,10
3584,"Barrea, Daniel",DEL,Godoy Cruz,$ 1.000.000,8,43,"5,38",9,44,"4,89",1,1,0,0,0,1,0,,0,0,,1,1,0,,4,5
3585,"Barrionuevo, Bruno",DEL,Godoy Cruz,$ 300.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3586,"Martínez Dupuy, Luca",DEL,Godoy Cruz,$ 1.700.000,8,38,"4,75",10,48,"4,80",0,0,0,0,0,0,0,,0,0,,1,0,0,,4,5
3587,"Pascual, Luciano",DEL,Godoy Cruz,$ 500.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3588,"Sosa, Misael",DEL,Godoy Cruz,$ 900.000,5,20,"4,00",6,24,"4,00",0,0,0,0,0,0,0,,0,0,,2,0,0,,4,5
3589,"Ulariaga, Nahuel",DEL,Godoy Cruz,$ 300.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3590,"Yáñez, Bastián",DEL,Godoy Cruz,$ 900.000,4,19,"4,75",4,19,"4,75",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3591,Estadísticas totales de Godoy Cruz:,,,$ 43.000.000,167,846,"5,07",207,1080,"5,22",10,6,3,0,1,7,0,18,2,4,36,46,2,0,0,4,73
3592,"Durán, Nazareno",ARQ,Huracán,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3593,"Galíndez, Hernán",ARQ,Huracán,$ 5.000.000,11,73,"6,64",11,73,"6,64",0,0,0,0,0,0,0,7,0,1,6,1,0,0,0,4,9
3594,"Meza, Sebastián",ARQ,Huracán,$ 1.900.000,1,2,"2,00",4,12,"3,00",0,0,0,0,0,0,0,7,0,0,1,2,0,0,0,4,
3595,"Campo, Ignacio",DEF,Huracán,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3596,"Carrizo, Lucas",DEF,Huracán,$ 1.900.000,1,7,"7,00",1,7,"7,00",0,0,0,0,0,0,0,,0,0,3,0,0,0,,4,7
3597,"De La Fuente, Hernán",DEF,Huracán,$ 2.500.000,3,20,"6,67",3,20,"6,67",0,0,0,0,0,0,0,,0,0,4,1,0,0,,4,7
3598,"Goitea, Nicolás",DEF,Huracán,$ 700.000,2,15,"7,50",2,15,"7,50",0,0,0,0,0,0,0,,0,0,3,0,0,0,,4,
3599,"Guidara, Tomás",DEF,Huracán,$ 2.000.000,10,58,"5,80",13,71,"5,46",0,0,0,0,0,0,0,,0,0,6,3,0,0,,4,
3600,"Ibáñez, César",DEF,Huracán,$ 3.000.000,9,44,"4,89",12,58,"4,83",0,0,0,0,0,0,0,,0,0,5,5,0,0,,4,
3601,"Lescano, Leandro",DEF,Huracán,$ 300.000,4,36,"9,00",4,36,"9,00",1,0,1,0,0,1,0,,0,0,4,1,0,0,,4,6
3602,"Nervo, Hugo Martín",DEF,Huracán,$ 2.500.000,5,47,"9,40",5,47,"9,40",1,0,1,0,0,1,0,,0,1,4,1,0,0,,4,
3603,"Paz, Nehuén",DEF,Huracán,$ 2.600.000,7,41,"5,86",10,57,"5,70",0,0,0,0,0,0,0,,0,0,4,0,0,0,,4,7
3604,"Pereyra, Fabio",DEF,Huracán,$ 2.700.000,11,56,"5,09",14,86,"6,14",1,0,1,0,0,1,0,,0,0,7,2,1,0,,4,7
3605,"Samaniego, Natanael",DEF,Huracán,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3606,"Zabala, Daniel",DEF,Huracán,$ 1.300.000,,,,,,,,,,,,,,,,,,,,,,4,
3607,"Alanís, Gabriel",VOL,Huracán,$ 2.000.000,3,16,"5,33",4,20,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,6
3608,"Babino, Luca",VOL,Huracán,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3609,"Gil, Leonardo",VOL,Huracán,$ 2.700.000,10,66,"6,60",13,79,"6,08",1,1,0,0,0,1,0,,0,1,,2,0,0,,4,19
3610,"Miljevic, Matko",VOL,Huracán,$ 5.200.000,11,68,"6,18",14,96,"6,86",2,2,0,0,0,1,0,,0,2,,3,0,0,,4,
3611,"Mora, Lautaro",VOL,Huracán,$ 300.000,1,5,"5,00",1,5,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3612,"Ojeda, Emmanuel",VOL,Huracán,$ 2.300.000,9,46,"5,11",9,46,"5,11",0,0,0,0,0,0,0,,0,0,,1,0,0,,4,6
3613,"Pérez, Leonel",VOL,Huracán,$ 2.400.000,6,36,"6,00",9,52,"5,78",0,0,0,0,0,0,0,,0,1,,1,0,0,,4,
3614,"Waller, Facundo",VOL,Huracán,$ 1.000.000,5,25,"5,00",5,25,"5,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,4,
3615,"Ábila, Ramón",DEL,Huracán,$ 2.800.000,2,9,"4,50",3,11,"3,67",0,0,0,0,0,0,0,,0,0,,1,0,0,,4,
3616,"Bisanz, Juan Francisco",DEL,Huracán,$ 2.500.000,12,59,"4,92",15,74,"4,93",0,0,0,0,0,0,0,,0,0,,1,0,0,,4,5
3617,"Cabral, Rodrigo",DEL,Huracán,$ 2.000.000,6,27,"4,50",8,35,"4,38",0,0,0,0,0,0,0,,0,0,,1,0,0,,4,
3618,"Giménez, Luciano",DEL,Huracán,$ 2.000.000,10,54,"5,40",10,54,"5,40",2,1,1,0,0,1,0,,0,1,,1,1,0,,4,5
3619,"Peralta, Thaiel",DEL,Huracán,$ 300.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3620,"Ramírez, Eric",DEL,Huracán,$ 1.600.000,5,20,"4,00",7,29,"4,14",0,0,0,0,0,0,0,,0,0,,1,0,0,,4,
3621,"Sequeira, Leonardo",DEL,Huracán,$ 2.800.000,6,27,"4,50",8,27,"3,38",0,0,0,0,0,0,0,,0,0,,0,1,1,,4,
3622,"Tissera, Matías",DEL,Huracán,$ 3.200.000,1,3,"3,00",2,8,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3623,"Urzi, Agustín",DEL,Huracán,$ 2.600.000,8,53,"6,63",10,59,"5,90",1,1,0,0,0,0,1,,0,1,,1,0,0,,4,5
3624,Estadísticas totales de Huracán:,,,$ 63.300.000,160,917,"5,73",198,1106,"5,59",9,5,4,0,0,6,1,14,0,8,47,30,3,1,0,4,89
3625,"Blázquez, Joaquín",ARQ,Independiente,$ 900.000,,,,,,,,,,,,,,,,,,,,,,4,
3626,"Lavagnino, Lucas",ARQ,Independiente,$ 800.000,,,,,,,,,,,,,,,,,,,,,,4,
3627,"Morro, Mateo",ARQ,Independiente,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3628,"Rey, Rodrigo",ARQ,Independiente,$ 5.000.000,12,80,"6,67",15,90,"6,00",0,0,0,0,0,0,0,13,0,1,6,0,0,0,0,4,9
3629,"De Irastorza, Jonathan",DEF,Independiente,$ 300.000,4,22,"5,50",5,27,"5,40",0,0,0,0,0,0,0,,0,0,3,2,0,0,,4,
3630,"Freire, Nicolás",DEF,Independiente,$ 2.500.000,2,16,"8,00",5,36,"7,20",1,0,1,0,0,0,0,,0,0,4,1,0,0,,4,8
3631,"Godoy, Leonardo",DEF,Independiente,$ 2.800.000,6,39,"6,50",9,52,"5,78",0,0,0,0,0,0,0,,0,0,6,3,0,0,,4,
3632,"Lomónaco, Kevin",DEF,Independiente,$ 6.300.000,11,70,"6,36",14,84,"6,00",0,0,0,0,0,0,0,,0,1,6,2,1,0,,4,6
3633,"Loyola, Felipe",DEF,Independiente,$ 4.200.000,10,89,"8,90",13,115,"8,85",4,0,3,0,1,2,0,,0,1,7,4,0,0,,4,6
3634,"Paredes, Franco",DEF,Independiente,$ 1.500.000,4,18,"4,50",4,18,"4,50",0,0,0,0,0,0,0,,0,0,2,1,1,0,,4,
3635,"Valdéz, Sebastián",DEF,Independiente,$ 1.400.000,9,51,"5,67",9,51,"5,67",0,0,0,0,0,0,0,,0,0,4,2,0,0,,4,
3636,"Valenzuela, Milton",DEF,Independiente,$ 1.900.000,2,9,"4,50",3,16,"5,33",0,0,0,0,0,0,0,,0,0,4,1,0,0,,4,
3637,"Vera, Federico",DEF,Independiente,$ 2.800.000,8,43,"5,38",9,47,"5,22",0,0,0,0,0,0,0,,0,0,3,1,0,0,,4,8
3638,"Zabala, Facundo",DEF,Independiente,$ 2.600.000,9,47,"5,22",10,52,"5,20",0,0,0,0,0,0,0,,0,0,5,2,0,0,,4,6
3639,"Cabral, Luciano",VOL,Independiente,$ 2.000.000,10,51,"5,10",13,64,"4,92",0,0,0,0,0,0,0,,0,0,,1,0,0,,4,7
3640,"Fernández, Rodrigo",VOL,Independiente,$ 1.800.000,10,45,"4,50",11,45,"4,09",0,0,0,0,0,0,0,,0,0,,4,1,0,,4,4
3641,"Galdames, Pablo",VOL,Independiente,$ 2.300.000,6,23,"3,83",8,34,"4,25",0,0,0,0,0,0,0,,0,0,,0,0,1,,4,
3642,"Mancuello, Federico",VOL,Independiente,$ 3.200.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3643,"Marcone, Iván",VOL,Independiente,$ 4.000.000,5,24,"4,80",8,36,"4,50",0,0,0,0,0,0,0,,0,0,,1,0,0,,4,
3644,"Medina, Joel",VOL,Independiente,$ 500.000,,,,,,,,,,,,,,,,,,,,,,4,
3645,"Millán, Lautaro",VOL,Independiente,$ 800.000,6,42,"7,00",6,42,"7,00",1,1,0,0,0,0,0,,0,1,,0,0,0,,4,
3646,"Parmo, Tomás",VOL,Independiente,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3647,"Pérez Curci, Mateo",VOL,Independiente,$ 500.000,1,5,"5,00",1,5,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3648,"Abaldo, Matías",DEL,Independiente,$ 2.000.000,12,65,"5,42",12,65,"5,42",1,1,0,0,0,0,0,,0,0,,0,0,0,,4,6
3649,"Ávalos, Gabriel",DEL,Independiente,$ 6.100.000,9,44,"4,89",12,62,"5,17",3,3,0,0,0,1,0,,0,0,,2,0,1,,4,
3650,"Hidalgo, Santiago",DEL,Independiente,$ 600.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3651,"Mazzantti, Walter",DEL,Independiente,$ 5.600.000,6,21,"3,50",9,35,"3,89",0,0,0,0,0,0,0,,0,0,,3,0,0,,4,5
3652,"Montiel, Santiago",DEL,Independiente,$ 4.300.000,9,65,"7,22",12,79,"6,58",2,1,0,0,1,2,1,,0,1,,2,1,0,,4,6
3653,"Pussetto, Ignacio",DEL,Independiente,$ 4.600.000,6,19,"3,17",7,22,"3,14",0,0,0,0,0,0,0,,0,0,,4,0,0,,4,
3654,"Taborda, Enzo",DEL,Independiente,$ 700.000,1,6,"6,00",1,6,"6,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3655,"Tarzia, Diego",DEL,Independiente,$ 1.800.000,5,23,"4,60",6,28,"4,67",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,5
3656,Estadísticas totales de Independiente:,,,$ 74.400.000,164,921,"5,62",203,1115,"5,49",12,6,4,0,2,5,1,13,0,5,50,36,4,2,0,4,76
3657,"Bolcato, Nicolás",ARQ,Ind. Rivadavia,$ 300.000,1,11,"11,00",1,11,"11,00",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,
3658,"Centurión, Ezequiel",ARQ,Ind. Rivadavia,$ 2.800.000,10,52,"5,20",13,73,"5,62",0,0,0,0,0,0,0,14,0,1,5,3,0,0,0,4,3
3659,"Lastra, Agustín",ARQ,Ind. Rivadavia,$ 700.000,1,2,"2,00",1,2,"2,00",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,
3660,"Marinelli, Gonzalo",ARQ,Ind. Rivadavia,$ 1.900.000,,,,,,,,,,,,,,,,,,,,,,4,
3661,"Abecasis, Luciano",DEF,Ind. Rivadavia,$ 1.000.000,,,,,,,0,0,0,0,0,0,0,,0,0,1,0,0,0,,4,
3662,"Bonifacio, Ezequiel",DEF,Ind. Rivadavia,$ 1.000.000,8,47,"5,88",8,47,"5,88",0,0,0,0,0,0,0,,0,0,7,1,0,0,,4,
3663,"Costa, Leonard",DEF,Ind. Rivadavia,$ 800.000,7,32,"4,57",7,32,"4,57",0,0,0,0,0,0,0,,0,0,3,1,2,0,,4,
3664,"Flores, Santiago",DEF,Ind. Rivadavia,$ 1.500.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,0,0,0,0,,4,
3665,"Gómez, Luciano",DEF,Ind. Rivadavia,$ 800.000,11,62,"5,64",14,82,"5,86",0,0,0,0,0,0,0,,0,0,8,4,0,0,,4,5
3666,"Ortega, Thomas",DEF,Ind. Rivadavia,$ 1.000.000,4,18,"4,50",7,40,"5,71",0,0,0,0,0,0,0,,0,0,6,2,0,0,,4,4
3667,"Osella, Alejo",DEF,Ind. Rivadavia,$ 500.000,6,40,"6,67",6,40,"6,67",0,0,0,0,0,0,0,,0,0,6,0,0,0,,4,
3668,"Peinipil, Mauro",DEF,Ind. Rivadavia,$ 600.000,1,5,"5,00",1,5,"5,00",0,0,0,0,0,0,0,,0,0,3,1,0,0,,4,
3669,"Rodríguez, Laureano",DEF,Ind. Rivadavia,$ 400.000,,,,,,,0,0,0,0,0,0,0,,0,0,1,0,0,0,,4,
3670,"Souto, Pedro",DEF,Ind. Rivadavia,$ 700.000,4,17,"4,25",6,33,"5,50",0,0,0,0,0,0,0,,0,0,5,2,0,0,,4,5
3671,"Studer, Sheyko",DEF,Ind. Rivadavia,$ 2.800.000,10,50,"5,00",13,76,"5,85",1,0,1,0,0,0,0,,0,0,5,7,0,0,,4,5
3672,"Valenti, Matías",DEF,Ind. Rivadavia,$ 500.000,1,4,"4,00",2,9,"4,50",0,0,0,0,0,0,0,,0,0,0,0,0,0,,4,
3673,"Villalba, Iván",DEF,Ind. Rivadavia,$ 500.000,9,48,"5,33",12,64,"5,33",0,0,0,0,0,0,0,,1,0,5,3,0,0,,4,5
3674,"Amarfil, Maximiliano",VOL,Ind. Rivadavia,$ 900.000,12,76,"6,33",15,91,"6,07",1,1,0,0,0,1,0,,0,1,,2,0,0,,4,4
3675,"Bottari, Tomás",VOL,Ind. Rivadavia,$ 1.800.000,10,42,"4,20",13,63,"4,85",0,0,0,0,0,0,0,,1,1,,1,1,0,,4,3
3676,"Bucca, Leonel",VOL,Ind. Rivadavia,$ 900.000,1,5,"5,00",2,10,"5,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,4,
3677,"Cardillo, Mauricio",VOL,Ind. Rivadavia,$ 1.100.000,6,29,"4,83",7,29,"4,14",0,0,0,0,0,0,0,,0,0,,0,2,0,,4,
3678,"Muro, Tomás",VOL,Ind. Rivadavia,$ 1.000.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,4,
3679,"Tonetto, Diego",VOL,Ind. Rivadavia,$ 600.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3680,"Arce, Alex",DEL,Ind. Rivadavia,$ 3.700.000,6,44,"7,33",9,66,"7,33",3,1,2,0,0,3,0,,0,1,,2,0,0,,4,4
3681,"Barbieri, Juan Ignacio",DEL,Ind. Rivadavia,$ 1.300.000,3,16,"5,33",3,16,"5,33",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,5
3682,"Bergara, Matías",DEL,Ind. Rivadavia,$ 700.000,1,6,"6,00",1,6,"6,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3683,"Fernández, Matías",DEL,Ind. Rivadavia,$ 1.000.000,11,62,"5,64",11,62,"5,64",1,1,0,0,0,0,0,,0,1,,5,0,0,,4,3
3684,"Muñoz Gómez, Santiago",DEL,Ind. Rivadavia,$ 500.000,,,,,,,1,1,0,0,0,0,0,,0,0,,0,0,0,,4,
3685,"Ramis, Victorio",DEL,Ind. Rivadavia,$ 1.500.000,,,,,,,,,,,,,,,,,,,,,,4,
3686,"Retamar, Nicolás",DEL,Ind. Rivadavia,$ 2.000.000,9,42,"4,67",12,77,"6,42",2,1,1,0,0,2,0,,0,1,,2,0,0,,4,5
3687,"Sartori, Fabrizio",DEL,Ind. Rivadavia,$ 900.000,10,56,"5,60",11,61,"5,55",1,1,0,0,0,0,0,,0,0,,1,0,0,,4,6
3688,"Villa, Sebastián",DEL,Ind. Rivadavia,$ 6.600.000,11,60,"5,45",14,78,"5,57",1,0,0,0,1,1,0,,0,0,,3,1,0,,4,11
3689,Estadísticas totales de Independiente Rivadavia:,,,$ 42.300.000,156,838,"5,37",192,1085,"5,65",11,6,4,0,1,7,0,17,2,6,56,42,6,0,0,4,68
3690,"Papaleo, Joaquín",ARQ,Instituto,$ 1.000.000,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,
3691,"Roffo, Manuel",ARQ,Instituto,$ 2.000.000,12,66,"5,50",15,83,"5,53",0,0,0,0,0,0,0,17,0,0,7,1,0,0,0,4,5
3692,"Sittaro, Emanuel",ARQ,Instituto,$ 400.000,,,,,,,,,,,,,,,,,,,,,,4,
3693,"Alarcón, Fernando",DEF,Instituto,$ 3.500.000,11,64,"5,82",14,81,"5,79",0,0,0,0,0,0,0,,0,1,7,3,1,0,,4,6
3694,"Beltrán, Emanuel",DEF,Instituto,$ 900.000,8,51,"6,38",8,51,"6,38",0,0,0,0,0,0,0,,0,0,4,1,0,0,,4,
3695,"Bravo, Agustín",DEF,Instituto,$ 900.000,,,,,,,,,,,,,,,,,,,,,,4,
3696,"Franco, Juan José",DEF,Instituto,$ 2.100.000,4,18,"4,50",7,34,"4,86",0,0,0,0,0,0,0,,0,0,3,4,0,0,,4,5
3697,"Mosevich, Leonel",DEF,Instituto,$ 1.000.000,9,45,"5,00",9,45,"5,00",0,0,0,0,0,0,0,,0,0,5,4,0,0,,4,
3698,"Pereyra, Elías",DEF,Instituto,$ 1.200.000,7,35,"5,00",10,51,"5,10",0,0,0,0,0,0,0,,0,0,6,3,0,0,,4,5
3699,"Requena, Gonzalo",DEF,Instituto,$ 900.000,2,8,"4,00",5,22,"4,40",0,0,0,0,0,0,0,,0,0,2,3,0,0,,4,4
3700,"Rodríguez, Lucas",DEF,Instituto,$ 2.300.000,7,44,"6,29",7,44,"6,29",0,0,0,0,0,0,0,,0,0,6,0,0,0,,4,
3701,"Zalazar, Nicolás",DEF,Instituto,$ 900.000,10,64,"6,40",10,64,"6,40",0,0,0,0,0,0,0,,0,1,6,1,0,0,,4,
3702,"Acevedo, Jonás",VOL,Instituto,$ 2.300.000,6,25,"4,17",8,34,"4,25",0,0,0,0,0,0,0,,0,0,,2,0,0,,4,
3703,"Albarracín, Lorenzo",VOL,Instituto,$ 300.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3704,"Díaz, Franco",VOL,Instituto,$ 1.000.000,,,,2,9,"4,50",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3705,"Gallardo, Matías",VOL,Instituto,$ 800.000,2,10,"5,00",2,10,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3706,"Lodico, Gastón",VOL,Instituto,$ 3.600.000,12,75,"6,25",15,96,"6,40",2,1,0,0,1,0,0,,0,1,,1,0,0,,4,6
3707,"Luna, Alex",VOL,Instituto,$ 1.900.000,12,79,"6,58",14,100,"7,14",3,1,1,0,1,2,0,,0,3,,4,0,0,,4,6
3708,"Mac Allister, Francis",VOL,Instituto,$ 1.900.000,2,7,"3,50",4,9,"2,25",0,0,0,0,0,0,0,,0,0,,2,1,0,,4,
3709,"Medina, Joaquín",VOL,Instituto,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3710,"Méndez, Juan Ignacio",VOL,Instituto,$ 2.100.000,7,27,"3,86",7,27,"3,86",0,0,0,0,0,0,0,,0,0,,3,0,0,,4,
3711,"Moreyra, Stefano",VOL,Instituto,$ 600.000,11,56,"5,09",14,68,"4,86",1,1,0,0,0,1,0,,0,0,,6,0,0,,4,3
3712,"Puebla, Damián",VOL,Instituto,$ 2.000.000,6,36,"6,00",9,52,"5,78",1,1,0,0,0,0,0,,0,1,,2,0,0,,4,17
3713,"Cordero, Nicolás",DEL,Instituto,$ 1.900.000,3,13,"4,33",5,24,"4,80",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3714,"Córdoba, Jhon Emerson",DEL,Instituto,$ 1.300.000,8,49,"6,13",9,54,"6,00",2,1,1,0,0,0,0,,0,0,,1,0,0,,4,5
3715,"Fonseca, Matías",DEL,Instituto,$ 900.000,6,30,"5,00",9,44,"4,89",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,5
3716,"Klimowicz, Luca",DEL,Instituto,$ 800.000,6,29,"4,83",6,29,"4,83",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3717,"Klimowicz, Matías",DEL,Instituto,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3718,"Lázaro, Jeremías",DEL,Instituto,$ 300.000,3,15,"5,00",4,21,"5,25",0,0,0,0,0,0,0,,0,0,,0,0,0,,4,
3719,"Romero, Juan Manuel",DEL,Instituto,$ 800.000,6,25,"4,17",8,34,"4,25",0,0,0,0,0,0,0,,0,0,,2,0,0,,4,6
3720,"Suárez, Facundo",DEL,Instituto,$ 2.000.000,,,,,,,,,,,,,,,,,,,,,,4,
3721,Estadísticas totales de Instituto:,,,$ 42.200.000,161,875,"5,43",202,1090,"5,40",9,5,2,0,2,3,0,17,0,7,46,44,2,0,0,4,73
3722,"Calderari, Gustavo",ARQ,Lanús,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3723,"Losada, Nahuel",ARQ,Lanús,$ 3.000.000,12,90,"7,50",15,106,"7,07",0,0,0,0,0,0,0,10,0,3,6,1,0,0,0,4,9
3724,"Morales, Lautaro",ARQ,Lanús,$ 1.600.000,1,2,"2,00",1,2,"2,00",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,
3725,"Acosta, Fabricio",DEF,Lanús,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3726,"Aguilar, Brian",DEF,Lanús,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3727,"Balbuena, Axel",DEF,Lanús,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3728,"Brito, Elías",DEF,Lanús,$ 300.000,,,,,,,,,,,,,,,,,,,,,,4,
3729,"Canale, José María",DEF,Lanús,$ 1.800.000,9,90,"10,00",9,90,"10,00",3,2,1,0,0,1,0,,0,1,3,1,0,0,,4,6
3730,"Dejesús, Ronaldo",DEF,Lanús,$ 1.200.000,,,,2,10,"5,00",0,0,0,0,0,0,0,,0,0,1,1,0,0,,4,
